Ayan01G000010.1	Acyan01G0000100.1
Ayan02G029100.1	Acyan02G0291000.1
Ayan02G029110.1	Acyan02G0291100.1
Ayan02G029120.1	Acyan02G0291200.1
Ayan02G029130.1	Acyan02G0291300.1
Ayan02G029140.1	Acyan02G0291400.1
Ayan02G029150.1	Acyan02G0291500.1
Ayan02G029160.1	Acyan02G0291600.1
Ayan02G029170.1	Acyan02G0291700.1
Ayan02G029180.1	Acyan02G0291800.1
Ayan02G029190.1	Acyan02G0291900.1
Ayan02G029200.1	Acyan02G0292000.1
Ayan02G029210.1	Acyan02G0292100.1
Ayan02G029220.1	Acyan02G0292200.1
Ayan02G029230.1	Acyan02G0292300.1
Ayan02G029240.1	Acyan02G0292400.1
Ayan02G029250.1	Acyan02G0292500.1
Ayan02G029260.1	Acyan02G0292600.1
Ayan02G029270.1	Acyan02G0292700.1
Ayan02G029280.1	Acyan02G0292800.1
Ayan02G029290.1	Acyan02G0292900.1
Ayan02G029300.1	Acyan02G0293000.1
Ayan02G029310.1	Acyan02G0293100.1
Ayan02G029320.1	Acyan02G0293200.1
Ayan02G029330.1	Acyan02G0293300.1
Ayan02G029340.1	Acyan02G0293400.1
Ayan02G029350.1	Acyan02G0293500.1
Ayan02G029360.1	Acyan02G0293600.1
Ayan02G029370.1	Acyan02G0293700.1
Ayan02G029380.1	Acyan02G0293800.1
Ayan02G029390.1	Acyan02G0293900.1
Ayan02G029400.1	Acyan02G0294000.1
Ayan02G029410.1	Acyan02G0294100.1
Ayan02G029420.1	Acyan02G0294200.1
Ayan02G029430.1	Acyan02G0294300.1
Ayan02G029440.1	Acyan02G0294400.1
Ayan02G029450.1	Acyan02G0294500.1
Ayan02G029460.1	Acyan02G0294600.1
Ayan02G029470.1	Acyan02G0294700.1
Ayan02G029480.1	Acyan02G0294800.1
Ayan02G029490.1	Acyan02G0294900.1
Ayan02G029500.1	Acyan02G0295000.1
Ayan02G029510.1	Acyan02G0295100.1
Ayan02G029520.1	Acyan02G0295200.1
Ayan02G029530.1	Acyan02G0295300.1
Ayan02G029540.1	Acyan02G0295400.1
Ayan02G029550.1	Acyan02G0295500.1
Ayan02G029560.1	Acyan02G0295600.1
Ayan02G029570.1	Acyan02G0295700.1
Ayan02G029580.1	Acyan02G0295800.1
Ayan02G029590.1	Acyan02G0295900.1
Ayan02G029600.1	Acyan02G0296000.1
Ayan02G029610.1	Acyan02G0296100.1
Ayan02G029620.1	Acyan02G0296200.1
Ayan02G029630.1	Acyan02G0296300.1
Ayan02G029640.1	Acyan02G0296400.1
Ayan02G029650.1	Acyan02G0296500.1
Ayan02G029660.1	Acyan02G0296600.1
Ayan02G029670.1	Acyan02G0296700.1
Ayan02G029680.1	Acyan02G0296800.1
Ayan02G029690.1	Acyan02G0296900.1
Ayan02G029700.1	Acyan02G0297000.1
Ayan02G029710.1	Acyan02G0297100.1
Ayan02G029720.1	Acyan02G0297200.1
Ayan02G029730.1	Acyan02G0297300.1
Ayan02G029740.1	Acyan02G0297400.1
Ayan02G029750.1	Acyan02G0297500.1
Ayan02G029760.1	Acyan02G0297600.1
Ayan02G029770.1	Acyan02G0297700.1
Ayan02G029780.1	Acyan02G0297800.1
Ayan02G029790.1	Acyan02G0297900.1
Ayan02G029800.1	Acyan02G0298000.1
Ayan02G029810.1	Acyan02G0298100.1
Ayan02G029820.1	Acyan02G0298200.1
Ayan02G029830.1	Acyan02G0298300.1
Ayan02G029840.1	Acyan02G0298400.1
Ayan02G029850.1	Acyan02G0298500.1
Ayan02G029860.1	Acyan02G0298600.1
Ayan02G029870.1	Acyan02G0298700.1
Ayan02G029880.1	Acyan02G0298800.1
Ayan02G029890.1	Acyan02G0298900.1
Ayan02G029900.1	Acyan02G0299000.1
Ayan02G029910.1	Acyan02G0299100.1
Ayan02G029920.1	Acyan02G0299200.1
Ayan02G029930.1	Acyan02G0299300.1
Ayan02G029940.1	Acyan02G0299400.1
Ayan02G029950.1	Acyan02G0299500.1
Ayan02G029960.1	Acyan02G0299600.1
Ayan02G029970.1	Acyan02G0299700.1
Ayan02G029980.1	Acyan02G0299800.1
Ayan02G029990.1	Acyan02G0299900.1
Ayan02G030000.1	Acyan02G0300000.1
Ayan02G030010.1	Acyan02G0300100.1
Ayan02G030020.1	Acyan02G0300200.1
Ayan02G030030.1	Acyan02G0300300.1
Ayan02G030040.1	Acyan02G0300400.1
Ayan02G030050.1	Acyan02G0300500.1
Ayan02G030060.1	Acyan02G0300600.1
Ayan02G030070.1	Acyan02G0300700.1
Ayan02G030080.1	Acyan02G0300800.1
Ayan02G030090.1	Acyan02G0300900.1
Ayan02G030100.1	Acyan02G0301000.1
Ayan02G030110.1	Acyan02G0301100.1
Ayan02G030120.1	Acyan02G0301200.1
Ayan02G030130.1	Acyan02G0301300.1
Ayan02G030140.1	Acyan02G0301400.1
Ayan02G030150.1	Acyan02G0301500.1
Ayan02G030160.1	Acyan02G0301600.1
Ayan02G030170.1	Acyan02G0301700.1
Ayan02G030180.1	Acyan02G0301800.1
Ayan02G030190.1	Acyan02G0301900.1
Ayan02G030200.1	Acyan02G0302000.1
Ayan02G030210.1	Acyan02G0302100.1
Ayan02G030220.1	Acyan02G0302200.1
Ayan02G030230.1	Acyan02G0302300.1
Ayan02G030240.1	Acyan02G0302400.1
Ayan02G030250.1	Acyan02G0302500.1
Ayan02G030260.1	Acyan02G0302600.1
Ayan02G030270.1	Acyan02G0302700.1
Ayan02G030280.1	Acyan02G0302800.1
Ayan02G030290.1	Acyan02G0302900.1
Ayan02G030300.1	Acyan02G0303000.1
Ayan02G030310.1	Acyan02G0303100.1
Ayan02G030320.1	Acyan02G0303200.1
Ayan02G030330.1	Acyan02G0303300.1
Ayan02G030340.1	Acyan02G0303400.1
Ayan02G030350.1	Acyan02G0303500.1
Ayan02G030360.1	Acyan02G0303600.1
Ayan02G030370.1	Acyan02G0303700.1
Ayan02G030380.1	Acyan02G0303800.1
Ayan02G030390.1	Acyan02G0303900.1
Ayan02G030400.1	Acyan02G0304000.1
Ayan02G030410.1	Acyan02G0304100.1
Ayan02G030420.1	Acyan02G0304200.1
Ayan02G030430.1	Acyan02G0304300.1
Ayan02G030440.1	Acyan02G0304400.1
Ayan02G030450.1	Acyan02G0304500.1
Ayan02G030460.1	Acyan02G0304600.1
Ayan02G030470.1	Acyan02G0304700.1
Ayan02G030480.1	Acyan02G0304800.1
Ayan02G030490.1	Acyan02G0304900.1
Ayan02G030500.1	Acyan02G0305000.1
Ayan02G030510.1	Acyan02G0305100.1
Ayan02G030520.1	Acyan02G0305200.1
Ayan02G030530.1	Acyan02G0305300.1
Ayan02G030540.1	Acyan02G0305400.1
Ayan02G030550.1	Acyan02G0305500.1
Ayan02G030560.1	Acyan02G0305600.1
Ayan02G030570.1	Acyan02G0305700.1
Ayan02G030580.1	Acyan02G0305800.1
Ayan02G030590.1	Acyan02G0305900.1
Ayan02G030600.1	Acyan02G0306000.1
Ayan02G030610.1	Acyan02G0306100.1
Ayan02G030620.1	Acyan02G0306200.1
Ayan02G030630.1	Acyan02G0306300.1
Ayan02G030640.1	Acyan02G0306400.1
Ayan02G030650.1	Acyan02G0306500.1
Ayan02G030660.1	Acyan02G0306600.1
Ayan02G030670.1	Acyan02G0306700.1
Ayan02G030680.1	Acyan02G0306800.1
Ayan02G030690.1	Acyan02G0306900.1
Ayan02G030700.1	Acyan02G0307000.1
Ayan02G030710.1	Acyan02G0307100.1
Ayan02G030720.1	Acyan02G0307200.1
Ayan02G030730.1	Acyan02G0307300.1
Ayan02G030740.1	Acyan02G0307400.1
Ayan02G030750.1	Acyan02G0307500.1
Ayan02G030760.1	Acyan02G0307600.1
Ayan02G030770.1	Acyan02G0307700.1
Ayan02G030780.1	Acyan02G0307800.1
Ayan02G030790.1	Acyan02G0307900.1
Ayan02G030800.1	Acyan02G0308000.1
Ayan02G030810.1	Acyan02G0308100.1
Ayan02G030820.1	Acyan02G0308200.1
Ayan02G030830.1	Acyan02G0308300.1
Ayan02G030840.1	Acyan02G0308400.1
Ayan02G030850.1	Acyan02G0308500.1
Ayan02G030860.1	Acyan02G0308600.1
Ayan02G030870.1	Acyan02G0308700.1
Ayan02G030880.1	Acyan02G0308800.1
Ayan02G030890.1	Acyan02G0308900.1
Ayan02G030900.1	Acyan02G0309000.1
Ayan02G030910.1	Acyan02G0309100.1
Ayan02G030920.1	Acyan02G0309200.1
Ayan02G030930.1	Acyan02G0309300.1
Ayan02G030940.1	Acyan02G0309400.1
Ayan02G030950.1	Acyan02G0309500.1
Ayan02G030960.1	Acyan02G0309600.1
Ayan02G030970.1	Acyan02G0309700.1
Ayan02G030980.1	Acyan02G0309800.1
Ayan02G030990.1	Acyan02G0309900.1
Ayan02G031000.1	Acyan02G0310000.1
Ayan02G031010.1	Acyan02G0310100.1
Ayan02G031020.1	Acyan02G0310200.1
Ayan02G031030.1	Acyan02G0310300.1
Ayan02G031040.1	Acyan02G0310400.1
Ayan02G031050.1	Acyan02G0310500.1
Ayan02G031060.1	Acyan02G0310600.1
Ayan02G031070.1	Acyan02G0310700.1
Ayan02G031080.1	Acyan02G0310800.1
Ayan02G031090.1	Acyan02G0310900.1
Ayan02G031100.1	Acyan02G0311000.1
Ayan02G031110.1	Acyan02G0311100.1
Ayan02G031120.1	Acyan02G0311200.1
Ayan02G031130.1	Acyan02G0311300.1
Ayan02G031140.1	Acyan02G0311400.1
Ayan02G031150.1	Acyan02G0311500.1
Ayan02G031160.1	Acyan02G0311600.1
Ayan02G031170.1	Acyan02G0311700.1
Ayan02G031180.1	Acyan02G0311800.1
Ayan02G031190.1	Acyan02G0311900.1
Ayan02G031200.1	Acyan02G0312000.1
Ayan02G031210.1	Acyan02G0312100.1
Ayan02G031220.1	Acyan02G0312200.1
Ayan02G031230.1	Acyan02G0312300.1
Ayan02G031240.1	Acyan02G0312400.1
Ayan02G031250.1	Acyan02G0312500.1
Ayan02G031260.1	Acyan02G0312600.1
Ayan02G031270.1	Acyan02G0312700.1
Ayan02G031280.1	Acyan02G0312800.1
Ayan02G031290.1	Acyan02G0312900.1
Ayan02G031300.1	Acyan02G0313000.1
Ayan02G031310.1	Acyan02G0313100.1
Ayan02G031320.1	Acyan02G0313200.1
Ayan02G031330.1	Acyan02G0313300.1
Ayan02G031340.1	Acyan02G0313400.1
Ayan02G031350.1	Acyan02G0313500.1
Ayan02G031360.1	Acyan02G0313600.1
Ayan02G031370.1	Acyan02G0313700.1
Ayan02G031380.1	Acyan02G0313800.1
Ayan02G031390.1	Acyan02G0313900.1
Ayan02G031400.1	Acyan02G0314000.1
Ayan02G031410.1	Acyan02G0314100.1
Ayan02G031420.1	Acyan02G0314200.1
Ayan02G031430.1	Acyan02G0314300.1
Ayan02G031440.1	Acyan02G0314400.1
Ayan02G031450.1	Acyan02G0314500.1
Ayan02G031460.1	Acyan02G0314600.1
Ayan02G031470.1	Acyan02G0314700.1
Ayan02G031480.1	Acyan02G0314800.1
Ayan02G031490.1	Acyan02G0314900.1
Ayan02G031500.1	Acyan02G0315000.1
Ayan02G031510.1	Acyan02G0315100.1
Ayan02G031520.1	Acyan02G0315200.1
Ayan02G031530.1	Acyan02G0315300.1
Ayan02G031540.1	Acyan02G0315400.1
Ayan02G031550.1	Acyan02G0315500.1
Ayan02G031560.1	Acyan02G0315600.1
Ayan02G031570.1	Acyan02G0315700.1
Ayan02G031580.1	Acyan02G0315800.1
Ayan02G031590.1	Acyan02G0315900.1
Ayan02G031600.1	Acyan02G0316000.1
Ayan02G031610.1	Acyan02G0316100.1
Ayan02G031620.1	Acyan02G0316200.1
Ayan02G031630.1	Acyan02G0316300.1
Ayan02G031640.1	Acyan02G0316400.1
Ayan02G031650.1	Acyan02G0316500.1
Ayan02G031660.1	Acyan02G0316600.1
Ayan02G031670.1	Acyan02G0316700.1
Ayan02G031680.1	Acyan02G0316800.1
Ayan02G031690.1	Acyan02G0316900.1
Ayan02G031700.1	Acyan02G0317000.1
Ayan02G031710.1	Acyan02G0317100.1
Ayan02G031720.1	Acyan02G0317200.1
Ayan02G031730.1	Acyan02G0317300.1
Ayan02G031740.1	Acyan02G0317400.1
Ayan02G031750.1	Acyan02G0317500.1
Ayan02G031760.1	Acyan02G0317600.1
Ayan02G031770.1	Acyan02G0317700.1
Ayan02G031780.1	Acyan02G0317800.1
Ayan02G031790.1	Acyan02G0317900.1
Ayan02G031800.1	Acyan02G0318000.1
Ayan02G031810.1	Acyan02G0318100.1
Ayan02G031820.1	Acyan02G0318200.1
Ayan02G031830.1	Acyan02G0318300.1
Ayan02G031840.1	Acyan02G0318400.1
Ayan02G031850.1	Acyan02G0318500.1
Ayan02G031860.1	Acyan02G0318600.1
Ayan02G031870.1	Acyan02G0318700.1
Ayan02G031880.1	Acyan02G0318800.1
Ayan02G031890.1	Acyan02G0318900.1
Ayan02G031900.1	Acyan02G0319000.1
Ayan02G031910.1	Acyan02G0319100.1
Ayan02G031920.1	Acyan02G0319200.1
Ayan02G031930.1	Acyan02G0319300.1
Ayan02G031940.1	Acyan02G0319400.1
Ayan02G031950.1	Acyan02G0319500.1
Ayan02G031960.1	Acyan02G0319600.1
Ayan02G031970.1	Acyan02G0319700.1
Ayan02G031980.1	Acyan02G0319800.1
Ayan02G031990.1	Acyan02G0319900.1
Ayan02G032000.1	Acyan02G0320000.1
Ayan02G032010.1	Acyan02G0320100.1
Ayan02G032020.1	Acyan02G0320200.1
Ayan02G032030.1	Acyan02G0320300.1
Ayan02G032040.1	Acyan02G0320400.1
Ayan02G032050.1	Acyan02G0320500.1
Ayan02G032060.1	Acyan02G0320600.1
Ayan02G032070.1	Acyan02G0320700.1
Ayan02G032080.1	Acyan02G0320800.1
Ayan02G032090.1	Acyan02G0320900.1
Ayan02G032100.1	Acyan02G0321000.1
Ayan02G032110.1	Acyan02G0321100.1
Ayan02G032120.1	Acyan02G0321200.1
Ayan02G032130.1	Acyan02G0321300.1
Ayan02G032140.1	Acyan02G0321400.1
Ayan02G032150.1	Acyan02G0321500.1
Ayan02G032160.1	Acyan02G0321600.1
Ayan02G032170.1	Acyan02G0321700.1
Ayan02G032180.1	Acyan02G0321800.1
Ayan02G032190.1	Acyan02G0321900.1
Ayan02G032200.1	Acyan02G0322000.1
Ayan02G032210.1	Acyan02G0322100.1
Ayan02G032220.1	Acyan02G0322200.1
Ayan02G032230.1	Acyan02G0322300.1
Ayan02G032240.1	Acyan02G0322400.1
Ayan02G032250.1	Acyan02G0322500.1
Ayan02G032260.1	Acyan02G0322600.1
Ayan02G032270.1	Acyan02G0322700.1
Ayan02G032280.1	Acyan02G0322800.1
Ayan02G032290.1	Acyan02G0322900.1
Ayan02G032300.1	Acyan02G0323000.1
Ayan02G032310.1	Acyan02G0323100.1
Ayan02G032320.1	Acyan02G0323200.1
Ayan02G032330.1	Acyan02G0323300.1
Ayan02G032340.1	Acyan02G0323400.1
Ayan02G032350.1	Acyan02G0323500.1
Ayan02G032360.1	Acyan02G0323600.1
Ayan02G032370.1	Acyan02G0323700.1
Ayan02G032380.1	Acyan02G0323800.1
Ayan02G032390.1	Acyan02G0323900.1
Ayan02G032400.1	Acyan02G0324000.1
Ayan02G032410.1	Acyan02G0324100.1
Ayan02G032420.1	Acyan02G0324200.1
Ayan02G032430.1	Acyan02G0324300.1
Ayan02G032440.1	Acyan02G0324400.1
Ayan02G032450.1	Acyan02G0324500.1
Ayan02G032460.1	Acyan02G0324600.1
Ayan02G032470.1	Acyan02G0324700.1
Ayan02G032480.1	Acyan02G0324800.1
Ayan02G032490.1	Acyan02G0324900.1
Ayan02G032500.1	Acyan02G0325000.1
Ayan02G032510.1	Acyan02G0325100.1
Ayan02G032520.1	Acyan02G0325200.1
Ayan02G032530.1	Acyan02G0325300.1
Ayan02G032540.1	Acyan02G0325400.1
Ayan02G032550.1	Acyan02G0325500.1
Ayan02G032560.1	Acyan02G0325600.1
Ayan02G032570.1	Acyan02G0325700.1
Ayan02G032580.1	Acyan02G0325800.1
Ayan02G032590.1	Acyan02G0325900.1
Ayan02G032600.1	Acyan02G0326000.1
Ayan02G032610.1	Acyan02G0326100.1
Ayan02G032620.1	Acyan02G0326200.1
Ayan02G032630.1	Acyan02G0326300.1
Ayan02G032640.1	Acyan02G0326400.1
Ayan02G032650.1	Acyan02G0326500.1
Ayan02G032660.1	Acyan02G0326600.1
Ayan02G032670.1	Acyan02G0326700.1
Ayan02G032680.1	Acyan02G0326800.1
Ayan02G032690.1	Acyan02G0326900.1
Ayan02G032700.1	Acyan02G0327000.1
Ayan02G032710.1	Acyan02G0327100.1
Ayan02G032720.1	Acyan02G0327200.1
Ayan02G032730.1	Acyan02G0327300.1
Ayan02G032740.1	Acyan02G0327400.1
Ayan02G032750.1	Acyan02G0327500.1
Ayan02G032760.1	Acyan02G0327600.1
Ayan02G032770.1	Acyan02G0327700.1
Ayan02G032780.1	Acyan02G0327800.1
Ayan02G032790.1	Acyan02G0327900.1
Ayan02G032800.1	Acyan02G0328000.1
Ayan02G032810.1	Acyan02G0328100.1
Ayan02G032820.1	Acyan02G0328200.1
Ayan02G032830.1	Acyan02G0328300.1
Ayan02G032840.1	Acyan02G0328400.1
Ayan02G032850.1	Acyan02G0328500.1
Ayan02G032860.1	Acyan02G0328600.1
Ayan02G032870.1	Acyan02G0328700.1
Ayan02G032880.1	Acyan02G0328800.1
Ayan02G032890.1	Acyan02G0328900.1
Ayan02G032900.1	Acyan02G0329000.1
Ayan02G032910.1	Acyan02G0329100.1
Ayan02G032920.1	Acyan02G0329200.1
Ayan02G032930.1	Acyan02G0329300.1
Ayan02G032940.1	Acyan02G0329400.1
Ayan02G032950.1	Acyan02G0329500.1
Ayan02G032960.1	Acyan02G0329600.1
Ayan02G032970.1	Acyan02G0329700.1
Ayan02G032980.1	Acyan02G0329800.1
Ayan02G032990.1	Acyan02G0329900.1
Ayan02G033000.1	Acyan02G0330000.1
Ayan02G033010.1	Acyan02G0330100.1
Ayan02G033020.1	Acyan02G0330200.1
Ayan02G033030.1	Acyan02G0330300.1
Ayan02G033040.1	Acyan02G0330400.1
Ayan02G033050.1	Acyan02G0330500.1
Ayan02G033060.1	Acyan02G0330600.1
Ayan02G033070.1	Acyan02G0330700.1
Ayan02G033080.1	Acyan02G0330800.1
Ayan02G033090.1	Acyan02G0330900.1
Ayan02G033100.1	Acyan02G0331000.1
Ayan02G033110.1	Acyan02G0331100.1
Ayan02G033120.1	Acyan02G0331200.1
Ayan02G033130.1	Acyan02G0331300.1
Ayan02G033140.1	Acyan02G0331400.1
Ayan02G033150.1	Acyan02G0331500.1
Ayan02G033160.1	Acyan02G0331600.1
Ayan02G033170.1	Acyan02G0331700.1
Ayan02G033180.1	Acyan02G0331800.1
Ayan02G033190.1	Acyan02G0331900.1
Ayan02G033200.1	Acyan02G0332000.1
Ayan02G033210.1	Acyan02G0332100.1
Ayan02G033220.1	Acyan02G0332200.1
Ayan02G033230.1	Acyan02G0332300.1
Ayan02G033240.1	Acyan02G0332400.1
Ayan02G033250.1	Acyan02G0332500.1
Ayan02G033260.1	Acyan02G0332600.1
Ayan02G033270.1	Acyan02G0332700.1
Ayan02G033280.1	Acyan02G0332800.1
Ayan02G033290.1	Acyan02G0332900.1
Ayan02G033300.1	Acyan02G0333000.1
Ayan02G033310.1	Acyan02G0333100.1
Ayan02G033320.1	Acyan02G0333200.1
Ayan02G033330.1	Acyan02G0333300.1
Ayan02G033340.1	Acyan02G0333400.1
Ayan02G033350.1	Acyan02G0333500.1
Ayan02G033360.1	Acyan02G0333600.1
Ayan02G033370.1	Acyan02G0333700.1
Ayan02G033380.1	Acyan02G0333800.1
Ayan02G033390.1	Acyan02G0333900.1
Ayan02G033400.1	Acyan02G0334000.1
Ayan02G033410.1	Acyan02G0334100.1
Ayan02G033420.1	Acyan02G0334200.1
Ayan02G033430.1	Acyan02G0334300.1
Ayan02G033440.1	Acyan02G0334400.1
Ayan02G033450.1	Acyan02G0334500.1
Ayan02G033460.1	Acyan02G0334600.1
Ayan02G033470.1	Acyan02G0334700.1
Ayan02G033480.1	Acyan02G0334800.1
Ayan02G033490.1	Acyan02G0334900.1
Ayan02G033500.1	Acyan02G0335000.1
Ayan02G033510.1	Acyan02G0335100.1
Ayan02G033520.1	Acyan02G0335200.1
Ayan02G033530.1	Acyan02G0335300.1
Ayan02G033540.1	Acyan02G0335400.1
Ayan02G033550.1	Acyan02G0335500.1
Ayan02G033560.1	Acyan02G0335600.1
Ayan02G033570.1	Acyan02G0335700.1
Ayan02G033580.1	Acyan02G0335800.1
Ayan02G033590.1	Acyan02G0335900.1
Ayan02G033600.1	Acyan02G0336000.1
Ayan02G033610.1	Acyan02G0336100.1
Ayan02G033620.1	Acyan02G0336200.1
Ayan02G033630.1	Acyan02G0336300.1
Ayan02G033640.1	Acyan02G0336400.1
Ayan02G033650.1	Acyan02G0336500.1
Ayan02G033660.1	Acyan02G0336600.1
Ayan02G033670.1	Acyan02G0336700.1
Ayan02G033680.1	Acyan02G0336800.1
Ayan02G033690.1	Acyan02G0336900.1
Ayan02G033700.1	Acyan02G0337000.1
Ayan02G033710.1	Acyan02G0337100.1
Ayan02G033720.1	Acyan02G0337200.1
Ayan02G033730.1	Acyan02G0337300.1
Ayan02G033740.1	Acyan02G0337400.1
Ayan02G033750.1	Acyan02G0337500.1
Ayan02G033760.1	Acyan02G0337600.1
Ayan02G033770.1	Acyan02G0337700.1
Ayan02G033780.1	Acyan02G0337800.1
Ayan02G033790.1	Acyan02G0337900.1
Ayan02G033800.1	Acyan02G0338000.1
Ayan02G033810.1	Acyan02G0338100.1
Ayan02G033820.1	Acyan02G0338200.1
Ayan02G033830.1	Acyan02G0338300.1
Ayan02G033840.1	Acyan02G0338400.1
Ayan02G033850.1	Acyan02G0338500.1
Ayan02G033860.1	Acyan02G0338600.1
Ayan02G033870.1	Acyan02G0338700.1
Ayan02G033880.1	Acyan02G0338800.1
Ayan02G033890.1	Acyan02G0338900.1
Ayan02G033900.1	Acyan02G0339000.1
Ayan02G033910.1	Acyan02G0339100.1
Ayan02G033920.1	Acyan02G0339200.1
Ayan02G033930.1	Acyan02G0339300.1
Ayan02G033940.1	Acyan02G0339400.1
Ayan02G033950.1	Acyan02G0339500.1
Ayan02G033960.1	Acyan02G0339600.1
Ayan02G033970.1	Acyan02G0339700.1
Ayan02G033980.1	Acyan02G0339800.1
Ayan02G033990.1	Acyan02G0339900.1
Ayan02G034000.1	Acyan02G0340000.1
Ayan02G034010.1	Acyan02G0340100.1
Ayan02G034020.1	Acyan02G0340200.1
Ayan02G034030.1	Acyan02G0340300.1
Ayan02G034040.1	Acyan02G0340400.1
Ayan02G034050.1	Acyan02G0340500.1
Ayan02G034060.1	Acyan02G0340600.1
Ayan02G034070.1	Acyan02G0340700.1
Ayan02G034080.1	Acyan02G0340800.1
Ayan02G034090.1	Acyan02G0340900.1
Ayan02G034100.1	Acyan02G0341000.1
Ayan02G034110.1	Acyan02G0341100.1
Ayan02G034120.1	Acyan02G0341200.1
Ayan02G034130.1	Acyan02G0341300.1
Ayan02G034140.1	Acyan02G0341400.1
Ayan02G034150.1	Acyan02G0341500.1
Ayan02G034160.1	Acyan02G0341600.1
Ayan02G034170.1	Acyan02G0341700.1
Ayan02G034180.1	Acyan02G0341800.1
Ayan02G034190.1	Acyan02G0341900.1
Ayan02G034200.1	Acyan02G0342000.1
Ayan02G034210.1	Acyan02G0342100.1
Ayan02G034220.1	Acyan02G0342200.1
Ayan02G034230.1	Acyan02G0342300.1
Ayan02G034240.1	Acyan02G0342400.1
Ayan02G034250.1	Acyan02G0342500.1
Ayan02G034260.1	Acyan02G0342600.1
Ayan02G034270.1	Acyan02G0342700.1
Ayan02G034280.1	Acyan02G0342800.1
Ayan02G034290.1	Acyan02G0342900.1
Ayan02G034300.1	Acyan02G0343000.1
Ayan02G034310.1	Acyan02G0343100.1
Ayan02G034320.1	Acyan02G0343200.1
Ayan02G034330.1	Acyan02G0343300.1
Ayan02G034340.1	Acyan02G0343400.1
Ayan02G034350.1	Acyan02G0343500.1
Ayan02G034360.1	Acyan02G0343600.1
Ayan02G034370.1	Acyan02G0343700.1
Ayan02G034380.1	Acyan02G0343800.1
Ayan02G034390.1	Acyan02G0343900.1
Ayan02G034400.1	Acyan02G0344000.1
Ayan02G034410.1	Acyan02G0344100.1
Ayan02G034420.1	Acyan02G0344200.1
Ayan02G034430.1	Acyan02G0344300.1
Ayan02G034440.1	Acyan02G0344400.1
Ayan02G034450.1	Acyan02G0344500.1
Ayan02G034460.1	Acyan02G0344600.1
Ayan02G034470.1	Acyan02G0344700.1
Ayan02G034480.1	Acyan02G0344800.1
Ayan02G034490.1	Acyan02G0344900.1
Ayan02G034500.1	Acyan02G0345000.1
Ayan02G034510.1	Acyan02G0345100.1
Ayan02G034520.1	Acyan02G0345200.1
Ayan02G034530.1	Acyan02G0345300.1
Ayan02G034540.1	Acyan02G0345400.1
Ayan02G034550.1	Acyan02G0345500.1
Ayan02G034560.1	Acyan02G0345600.1
Ayan02G034570.1	Acyan02G0345700.1
Ayan02G034580.1	Acyan02G0345800.1
Ayan02G034590.1	Acyan02G0345900.1
Ayan02G034600.1	Acyan02G0346000.1
Ayan02G034610.1	Acyan02G0346100.1
Ayan02G034620.1	Acyan02G0346200.1
Ayan02G034630.1	Acyan02G0346300.1
Ayan02G034640.1	Acyan02G0346400.1
Ayan02G034650.1	Acyan02G0346500.1
Ayan02G034660.1	Acyan02G0346600.1
Ayan02G034670.1	Acyan02G0346700.1
Ayan02G034680.1	Acyan02G0346800.1
Ayan02G034690.1	Acyan02G0346900.1
Ayan02G034700.1	Acyan02G0347000.1
Ayan02G034710.1	Acyan02G0347100.1
Ayan02G034720.1	Acyan02G0347200.1
Ayan02G034730.1	Acyan02G0347300.1
Ayan02G034740.1	Acyan02G0347400.1
Ayan02G034750.1	Acyan02G0347500.1
Ayan02G034760.1	Acyan02G0347600.1
Ayan02G034770.1	Acyan02G0347700.1
Ayan02G034780.1	Acyan02G0347800.1
Ayan02G034790.1	Acyan02G0347900.1
Ayan02G034800.1	Acyan02G0348000.1
Ayan02G034810.1	Acyan02G0348100.1
Ayan02G034820.1	Acyan02G0348200.1
Ayan02G034830.1	Acyan02G0348300.1
Ayan02G034840.1	Acyan02G0348400.1
Ayan02G034850.1	Acyan02G0348500.1
Ayan02G034860.1	Acyan02G0348600.1
Ayan03G000010.1	Acyan03G0000100.1
Ayan03G000020.1	Acyan03G0000200.1
Ayan03G000030.1	Acyan03G0000300.1
Ayan03G000040.1	Acyan03G0000400.1
Ayan03G000050.1	Acyan03G0000500.1
Ayan03G000060.1	Acyan03G0000600.1
Ayan03G000070.1	Acyan03G0000700.1
Ayan03G000080.1	Acyan03G0000800.1
Ayan03G000090.1	Acyan03G0000900.1
Ayan03G000100.1	Acyan03G0001000.1
Ayan03G000110.1	Acyan03G0001100.1
Ayan03G000120.1	Acyan03G0001200.1
Ayan03G000130.1	Acyan03G0001300.1
Ayan03G000140.1	Acyan03G0001400.1
Ayan03G000150.1	Acyan03G0001500.1
Ayan03G000160.1	Acyan03G0001600.1
Ayan03G000170.1	Acyan03G0001700.1
Ayan03G000180.1	Acyan03G0001800.1
Ayan03G000190.1	Acyan03G0001900.1
Ayan03G000200.1	Acyan03G0002000.1
Ayan03G000210.1	Acyan03G0002100.1
Ayan03G000220.1	Acyan03G0002200.1
Ayan03G000230.1	Acyan03G0002300.1
Ayan03G000240.1	Acyan03G0002400.1
Ayan03G000250.1	Acyan03G0002500.1
Ayan03G000260.1	Acyan03G0002600.1
Ayan03G000270.1	Acyan03G0002700.1
Ayan03G000280.1	Acyan03G0002800.1
Ayan03G000290.1	Acyan03G0002900.1
Ayan03G000300.1	Acyan03G0003000.1
