Apse01G000010.1	GWHTBECT000001
Apse01G027020.1	GWHTBECT002961
Apse01G027030.1	GWHTBECT002962
Apse01G027040.1	GWHTBECT002963
Apse01G027040.2	GWHTBECT002964
Apse01G027050.1	GWHTBECT002965
Apse01G027060.1	GWHTBECT002966
Apse01G027070.1	GWHTBECT002967
Apse01G027080.1	GWHTBECT002968
Apse01G027090.1	GWHTBECT002969
Apse01G027100.1	GWHTBECT002970
Apse01G027110.1	GWHTBECT002971
Apse01G027110.2	GWHTBECT002972
Apse01G027120.1	GWHTBECT002973
Apse01G027130.1	GWHTBECT002974
Apse01G027140.1	GWHTBECT002975
Apse01G027150.1	GWHTBECT002976
Apse01G027160.1	GWHTBECT002977
Apse01G027170.1	GWHTBECT002978
Apse01G027180.1	GWHTBECT002979
Apse01G027190.1	GWHTBECT002980
Apse01G027200.1	GWHTBECT002981
Apse01G027210.1	GWHTBECT002982
Apse01G027210.2	GWHTBECT002983
Apse01G027220.1	GWHTBECT002984
Apse01G027220.2	GWHTBECT002985
Apse01G027230.1	GWHTBECT002986
Apse01G027240.1	GWHTBECT002987
Apse01G027240.2	GWHTBECT002988
Apse01G027240.3	GWHTBECT002989
Apse01G027240.4	GWHTBECT002990
Apse01G027250.1	GWHTBECT002991
Apse01G027260.1	GWHTBECT002992
Apse01G027270.1	GWHTBECT002993
Apse01G027280.1	GWHTBECT002994
Apse01G027290.1	GWHTBECT002995
Apse01G027300.1	GWHTBECT002996
Apse01G027310.1	GWHTBECT002997
Apse01G027320.1	GWHTBECT002998
Apse01G027330.1	GWHTBECT002999
Apse01G027330.2	GWHTBECT003000
Apse01G027330.3	GWHTBECT003001
Apse01G027340.1	GWHTBECT003002
Apse01G027350.1	GWHTBECT003003
Apse01G027360.1	GWHTBECT003004
Apse01G027370.1	GWHTBECT003005
Apse01G027380.1	GWHTBECT003006
Apse01G027390.1	GWHTBECT003007
Apse01G027400.1	GWHTBECT003008
Apse01G027410.1	GWHTBECT003009
Apse01G027420.1	GWHTBECT003010
Apse01G027430.1	GWHTBECT003011
Apse01G027440.1	GWHTBECT003012
Apse01G027450.1	GWHTBECT003013
Apse01G027460.1	GWHTBECT003014
Apse01G027470.1	GWHTBECT003015
Apse01G027480.1	GWHTBECT003016
Apse01G027490.1	GWHTBECT003017
Apse01G027500.1	GWHTBECT003018
Apse01G027510.1	GWHTBECT003019
Apse01G027520.1	GWHTBECT003020
Apse01G027530.1	GWHTBECT003021
Apse01G027540.1	GWHTBECT003022
Apse01G027550.1	GWHTBECT003023
Apse01G027560.1	GWHTBECT003024
Apse01G027570.1	GWHTBECT003025
Apse01G027580.1	GWHTBECT003026
Apse01G027590.1	GWHTBECT003027
Apse01G027600.1	GWHTBECT003028
Apse01G027600.2	GWHTBECT003029
Apse01G027600.3	GWHTBECT003030
Apse01G027610.1	GWHTBECT003031
Apse01G027620.1	GWHTBECT003032
Apse01G027630.1	GWHTBECT003033
Apse01G027640.1	GWHTBECT003034
Apse01G027650.1	GWHTBECT003035
Apse01G027660.1	GWHTBECT003036
Apse01G027670.1	GWHTBECT003037
Apse01G027680.1	GWHTBECT003038
Apse01G027690.1	GWHTBECT003039
Apse01G027700.1	GWHTBECT003040
Apse01G027710.1	GWHTBECT003041
Apse01G027720.1	GWHTBECT003042
Apse01G027730.1	GWHTBECT003043
Apse01G027740.1	GWHTBECT003044
Apse01G027750.1	GWHTBECT003045
Apse01G027760.1	GWHTBECT003046
Apse01G027770.1	GWHTBECT003047
Apse01G027780.1	GWHTBECT003048
Apse01G027790.1	GWHTBECT003049
Apse01G027800.1	GWHTBECT003050
Apse01G027810.1	GWHTBECT003051
Apse01G027820.1	GWHTBECT003052
Apse01G027830.1	GWHTBECT003053
Apse01G027830.2	GWHTBECT003054
Apse01G027830.3	GWHTBECT003055
Apse01G027840.1	GWHTBECT003056
Apse01G027850.1	GWHTBECT003057
Apse01G027860.1	GWHTBECT003058
Apse01G027870.1	GWHTBECT003059
Apse01G027880.1	GWHTBECT003060
Apse01G027890.1	GWHTBECT003061
Apse01G027900.1	GWHTBECT003062
Apse01G027910.1	GWHTBECT003063
Apse01G027910.2	GWHTBECT003064
Apse01G027910.3	GWHTBECT003065
Apse01G027920.1	GWHTBECT003066
Apse01G027930.1	GWHTBECT003067
Apse01G027940.1	GWHTBECT003068
Apse01G027950.1	GWHTBECT003069
Apse01G027960.1	GWHTBECT003070
Apse01G027970.1	GWHTBECT003071
Apse01G027980.1	GWHTBECT003072
Apse01G027990.1	GWHTBECT003073
Apse01G028000.1	GWHTBECT003074
Apse01G028000.2	GWHTBECT003075
Apse01G028000.3	GWHTBECT003076
Apse01G028010.1	GWHTBECT003077
Apse01G028020.1	GWHTBECT003078
Apse01G028030.1	GWHTBECT003079
Apse01G028040.1	GWHTBECT003080
Apse01G028050.1	GWHTBECT003081
Apse01G028060.1	GWHTBECT003082
Apse01G028060.2	GWHTBECT003083
Apse01G028060.3	GWHTBECT003084
Apse01G028070.1	GWHTBECT003085
Apse01G028080.1	GWHTBECT003086
Apse01G028090.1	GWHTBECT003087
Apse01G028100.1	GWHTBECT003088
Apse01G028110.1	GWHTBECT003089
Apse01G028120.1	GWHTBECT003090
Apse01G028130.1	GWHTBECT003091
Apse01G028140.1	GWHTBECT003092
Apse01G028140.2	GWHTBECT003093
Apse01G028150.1	GWHTBECT003094
Apse01G028160.1	GWHTBECT003095
Apse01G028170.1	GWHTBECT003096
Apse01G028170.2	GWHTBECT003097
Apse01G028170.3	GWHTBECT003098
Apse01G028180.1	GWHTBECT003099
Apse01G028180.2	GWHTBECT003100
Apse01G028180.3	GWHTBECT003101
Apse01G028190.1	GWHTBECT003102
Apse01G028200.1	GWHTBECT003103
Apse01G028210.1	GWHTBECT003104
Apse01G028210.2	GWHTBECT003105
Apse01G028220.1	GWHTBECT003106
Apse01G028230.1	GWHTBECT003107
Apse01G028230.2	GWHTBECT003108
Apse01G028240.1	GWHTBECT003109
Apse01G028250.1	GWHTBECT003110
Apse01G028260.1	GWHTBECT003111
Apse01G028270.1	GWHTBECT003112
Apse01G028280.1	GWHTBECT003113
Apse01G028290.1	GWHTBECT003114
Apse01G028300.1	GWHTBECT003115
Apse01G028300.2	GWHTBECT003116
Apse01G028310.1	GWHTBECT003117
Apse01G028320.1	GWHTBECT003118
Apse01G028330.1	GWHTBECT003119
Apse01G028340.1	GWHTBECT003120
Apse01G028350.1	GWHTBECT003121
Apse01G028360.1	GWHTBECT003122
Apse01G028370.1	GWHTBECT003123
Apse01G028380.1	GWHTBECT003124
Apse01G028390.1	GWHTBECT003125
Apse01G028400.1	GWHTBECT003126
Apse01G028410.1	GWHTBECT003127
Apse01G028420.1	GWHTBECT003128
Apse01G028430.1	GWHTBECT003129
Apse01G028440.1	GWHTBECT003130
Apse01G028450.1	GWHTBECT003131
Apse01G028460.1	GWHTBECT003132
Apse01G028470.1	GWHTBECT003133
Apse01G028480.1	GWHTBECT003134
Apse01G028490.1	GWHTBECT003135
Apse01G028500.1	GWHTBECT003136
Apse01G028510.1	GWHTBECT003137
Apse01G028520.1	GWHTBECT003138
Apse01G028530.1	GWHTBECT003139
Apse01G028540.1	GWHTBECT003140
Apse01G028550.1	GWHTBECT003141
Apse01G028560.1	GWHTBECT003142
Apse01G028570.1	GWHTBECT003143
Apse01G028580.1	GWHTBECT003144
Apse01G028590.1	GWHTBECT003145
Apse01G028600.1	GWHTBECT003146
Apse01G028610.1	GWHTBECT003147
Apse01G028620.1	GWHTBECT003148
Apse01G028630.1	GWHTBECT003149
Apse01G028640.1	GWHTBECT003150
Apse01G028650.1	GWHTBECT003151
Apse01G028660.1	GWHTBECT003152
Apse01G028670.1	GWHTBECT003153
Apse01G028680.1	GWHTBECT003154
Apse01G028690.1	GWHTBECT003155
Apse01G028700.1	GWHTBECT003156
Apse01G028710.1	GWHTBECT003157
Apse01G028720.1	GWHTBECT003158
Apse01G028730.1	GWHTBECT003159
Apse01G028740.1	GWHTBECT003160
Apse01G028750.1	GWHTBECT003161
Apse01G028750.2	GWHTBECT003162
Apse01G028760.1	GWHTBECT003163
Apse01G028770.1	GWHTBECT003164
Apse01G028780.1	GWHTBECT003165
Apse01G028790.1	GWHTBECT003166
Apse01G028800.1	GWHTBECT003167
Apse01G028810.1	GWHTBECT003168
Apse01G028820.1	GWHTBECT003169
Apse01G028830.1	GWHTBECT003170
Apse01G028840.1	GWHTBECT003171
Apse01G028850.1	GWHTBECT003172
Apse01G028860.1	GWHTBECT003173
Apse01G028870.1	GWHTBECT003174
Apse01G028880.1	GWHTBECT003175
Apse01G028890.1	GWHTBECT003176
Apse01G028900.1	GWHTBECT003177
Apse01G028910.1	GWHTBECT003178
Apse01G028920.1	GWHTBECT003179
Apse01G028930.1	GWHTBECT003180
Apse01G028940.1	GWHTBECT003181
Apse01G028950.1	GWHTBECT003182
Apse01G028960.1	GWHTBECT003183
Apse01G028970.1	GWHTBECT003184
Apse01G028980.1	GWHTBECT003185
Apse01G028990.1	GWHTBECT003186
Apse01G029000.1	GWHTBECT003187
Apse01G029010.1	GWHTBECT003188
Apse01G029020.1	GWHTBECT003189
Apse01G029030.1	GWHTBECT003190
Apse01G029040.1	GWHTBECT003191
Apse01G029050.1	GWHTBECT003192
Apse01G029060.1	GWHTBECT003193
Apse01G029070.1	GWHTBECT003194
Apse01G029080.1	GWHTBECT003195
Apse01G029090.1	GWHTBECT003196
Apse01G029100.1	GWHTBECT003197
Apse01G029110.1	GWHTBECT003198
Apse01G029120.1	GWHTBECT003199
Apse01G029130.1	GWHTBECT003200
Apse01G029140.1	GWHTBECT003201
Apse01G029150.1	GWHTBECT003202
Apse01G029160.1	GWHTBECT003203
Apse01G029170.1	GWHTBECT003204
Apse01G029180.1	GWHTBECT003205
Apse01G029190.1	GWHTBECT003206
Apse01G029200.1	GWHTBECT003207
Apse01G029210.1	GWHTBECT003208
Apse01G029220.1	GWHTBECT003209
Apse01G029230.1	GWHTBECT003210
Apse01G029230.2	GWHTBECT003211
Apse01G029240.1	GWHTBECT003212
Apse01G029250.1	GWHTBECT003213
Apse01G029260.1	GWHTBECT003214
Apse01G029270.1	GWHTBECT003215
Apse01G029280.1	GWHTBECT003216
Apse01G029290.1	GWHTBECT003217
Apse01G029300.1	GWHTBECT003218
Apse01G029310.1	GWHTBECT003219
Apse01G029320.1	GWHTBECT003220
Apse01G029330.1	GWHTBECT003221
Apse01G029340.1	GWHTBECT003222
Apse01G029350.1	GWHTBECT003223
Apse01G029360.1	GWHTBECT003224
Apse01G029370.1	GWHTBECT003225
Apse01G029380.1	GWHTBECT003226
Apse01G029390.1	GWHTBECT003227
Apse01G029400.1	GWHTBECT003228
Apse01G029410.1	GWHTBECT003229
Apse01G029420.1	GWHTBECT003230
Apse01G029430.1	GWHTBECT003231
Apse01G029440.1	GWHTBECT003232
Apse01G029450.1	GWHTBECT003233
Apse01G029460.1	GWHTBECT003234
Apse01G029470.1	GWHTBECT003235
Apse01G029480.1	GWHTBECT003236
Apse01G029490.1	GWHTBECT003237
Apse01G029500.1	GWHTBECT003238
Apse01G029500.2	GWHTBECT003239
Apse01G029510.1	GWHTBECT003240
Apse01G029510.2	GWHTBECT003241
Apse01G029520.1	GWHTBECT003242
Apse01G029530.1	GWHTBECT003243
Apse01G029540.1	GWHTBECT003244
Apse01G029550.1	GWHTBECT003245
Apse01G029560.1	GWHTBECT003246
Apse01G029570.1	GWHTBECT003247
Apse01G029580.1	GWHTBECT003248
Apse01G029590.1	GWHTBECT003249
Apse01G029600.1	GWHTBECT003250
Apse01G029610.1	GWHTBECT003251
Apse01G029620.1	GWHTBECT003252
Apse01G029630.1	GWHTBECT003253
Apse01G029640.1	GWHTBECT003254
Apse01G029650.1	GWHTBECT003255
Apse01G029660.1	GWHTBECT003256
Apse01G029670.1	GWHTBECT003257
Apse01G029680.1	GWHTBECT003258
Apse01G029690.1	GWHTBECT003259
Apse01G029700.1	GWHTBECT003260
Apse01G029710.1	GWHTBECT003261
Apse01G029720.1	GWHTBECT003262
Apse01G029730.1	GWHTBECT003263
Apse01G029740.1	GWHTBECT003264
Apse01G029750.1	GWHTBECT003265
Apse01G029760.1	GWHTBECT003266
Apse01G029770.1	GWHTBECT003267
Apse01G029780.1	GWHTBECT003268
Apse01G029790.1	GWHTBECT003269
Apse01G029800.1	GWHTBECT003270
Apse01G029810.1	GWHTBECT003271
Apse01G029820.1	GWHTBECT003272
Apse01G029830.1	GWHTBECT003273
Apse01G029840.1	GWHTBECT003274
Apse01G029850.1	GWHTBECT003275
Apse01G029860.1	GWHTBECT003276
Apse01G029870.1	GWHTBECT003277
Apse01G029880.1	GWHTBECT003278
Apse01G029890.1	GWHTBECT003279
Apse01G029900.1	GWHTBECT003280
Apse01G029910.1	GWHTBECT003281
Apse01G029920.1	GWHTBECT003282
Apse01G029930.1	GWHTBECT003283
Apse01G029940.1	GWHTBECT003284
Apse01G029950.1	GWHTBECT003285
Apse01G029960.1	GWHTBECT003286
Apse01G029970.1	GWHTBECT003287
Apse01G029980.1	GWHTBECT003288
Apse01G029990.1	GWHTBECT003289
Apse01G030000.1	GWHTBECT003290
Apse01G030010.1	GWHTBECT003291
Apse01G030020.1	GWHTBECT003292
Apse01G030030.1	GWHTBECT003293
Apse01G030040.1	GWHTBECT003294
Apse01G030050.1	GWHTBECT003295
Apse01G030060.1	GWHTBECT003296
Apse01G030070.1	GWHTBECT003297
Apse01G030080.1	GWHTBECT003298
Apse01G030090.1	GWHTBECT003299
Apse01G030100.1	GWHTBECT003300
Apse01G030100.2	GWHTBECT003301
Apse01G030110.1	GWHTBECT003302
Apse01G030120.1	GWHTBECT003303
Apse01G030130.1	GWHTBECT003304
Apse01G030130.2	GWHTBECT003305
Apse01G030140.1	GWHTBECT003306
Apse01G030150.1	GWHTBECT003307
Apse01G030160.1	GWHTBECT003308
Apse01G030170.1	GWHTBECT003309
Apse01G030180.1	GWHTBECT003310
Apse01G030190.1	GWHTBECT003311
Apse01G030200.1	GWHTBECT003312
Apse01G030210.1	GWHTBECT003313
Apse01G030220.1	GWHTBECT003314
Apse01G030230.1	GWHTBECT003315
Apse01G030240.1	GWHTBECT003316
Apse01G030250.1	GWHTBECT003317
Apse01G030260.1	GWHTBECT003318
Apse01G030270.1	GWHTBECT003319
Apse01G030280.1	GWHTBECT003320
Apse01G030280.2	GWHTBECT003321
Apse01G030290.1	GWHTBECT003322
Apse01G030300.1	GWHTBECT003323
Apse01G030310.1	GWHTBECT003324
Apse01G030320.1	GWHTBECT003325
Apse01G030330.1	GWHTBECT003326
Apse01G030340.1	GWHTBECT003327
Apse01G030350.1	GWHTBECT003328
Apse01G030360.1	GWHTBECT003329
Apse01G030370.1	GWHTBECT003330
Apse01G030380.1	GWHTBECT003331
Apse01G030390.1	GWHTBECT003332
Apse01G030400.1	GWHTBECT003333
Apse01G030410.1	GWHTBECT003334
Apse01G030420.1	GWHTBECT003335
Apse01G030430.1	GWHTBECT003336
Apse01G030440.1	GWHTBECT003337
Apse01G030450.1	GWHTBECT003338
Apse01G030460.1	GWHTBECT003339
Apse01G030470.1	GWHTBECT003340
Apse01G030480.1	GWHTBECT003341
Apse01G030490.1	GWHTBECT003342
Apse01G030500.1	GWHTBECT003343
Apse01G030510.1	GWHTBECT003344
Apse01G030520.1	GWHTBECT003345
Apse01G030530.1	GWHTBECT003346
Apse01G030540.1	GWHTBECT003347
Apse01G030550.1	GWHTBECT003348
Apse01G030560.1	GWHTBECT003349
Apse01G030570.1	GWHTBECT003350
Apse01G030580.1	GWHTBECT003351
Apse01G030590.1	GWHTBECT003352
Apse01G030600.1	GWHTBECT003353
Apse01G030610.1	GWHTBECT003354
Apse01G030620.1	GWHTBECT003355
Apse01G030620.2	GWHTBECT003356
Apse01G030630.1	GWHTBECT003357
Apse01G030630.2	GWHTBECT003358
Apse01G030640.1	GWHTBECT003359
Apse01G030650.1	GWHTBECT003360
Apse01G030660.1	GWHTBECT003361
Apse01G030670.1	GWHTBECT003362
Apse01G030680.1	GWHTBECT003363
Apse01G030690.1	GWHTBECT003364
Apse01G030700.1	GWHTBECT003365
Apse01G030710.1	GWHTBECT003366
Apse01G030720.1	GWHTBECT003367
Apse01G030730.1	GWHTBECT003368
Apse01G030740.1	GWHTBECT003369
Apse01G030750.1	GWHTBECT003370
Apse01G030760.1	GWHTBECT003371
Apse01G030770.1	GWHTBECT003372
Apse01G030780.1	GWHTBECT003373
Apse01G030790.1	GWHTBECT003374
Apse01G030800.1	GWHTBECT003375
Apse01G030810.1	GWHTBECT003376
Apse01G030820.1	GWHTBECT003377
Apse01G030830.1	GWHTBECT003378
Apse01G030840.1	GWHTBECT003379
Apse01G030850.1	GWHTBECT003380
Apse01G030860.1	GWHTBECT003381
Apse01G030870.1	GWHTBECT003382
Apse01G030870.2	GWHTBECT003383
Apse01G030880.1	GWHTBECT003384
Apse01G030890.1	GWHTBECT003385
Apse01G030900.1	GWHTBECT003386
Apse01G030910.1	GWHTBECT003387
Apse01G030920.1	GWHTBECT003388
Apse01G030930.1	GWHTBECT003389
Apse01G030940.1	GWHTBECT003390
Apse01G030950.1	GWHTBECT003391
Apse01G030960.1	GWHTBECT003392
Apse01G030970.1	GWHTBECT003393
Apse01G030980.1	GWHTBECT003394
Apse01G030990.1	GWHTBECT003395
Apse01G031000.1	GWHTBECT003396
Apse01G031010.1	GWHTBECT003397
Apse01G031020.1	GWHTBECT003398
Apse01G031030.1	GWHTBECT003399
Apse01G031040.1	GWHTBECT003400
Apse01G031050.1	GWHTBECT003401
Apse01G031060.1	GWHTBECT003402
Apse01G031070.1	GWHTBECT003403
Apse01G031080.1	GWHTBECT003404
Apse01G031090.1	GWHTBECT003405
Apse01G031100.1	GWHTBECT003406
Apse01G031110.1	GWHTBECT003407
Apse01G031120.1	GWHTBECT003408
Apse01G031130.1	GWHTBECT003409
Apse01G031140.1	GWHTBECT003410
Apse01G031150.1	GWHTBECT003411
Apse01G031160.1	GWHTBECT003412
Apse01G031170.1	GWHTBECT003413
Apse01G031170.2	GWHTBECT003414
Apse01G031180.1	GWHTBECT003415
Apse01G031190.1	GWHTBECT003416
Apse01G031200.1	GWHTBECT003417
Apse01G031210.1	GWHTBECT003418
Apse01G031220.1	GWHTBECT003419
Apse01G031220.2	GWHTBECT003420
Apse01G031220.3	GWHTBECT003421
Apse01G031230.1	GWHTBECT003422
Apse01G031240.1	GWHTBECT003423
Apse01G031250.1	GWHTBECT003424
Apse01G031260.1	GWHTBECT003425
Apse01G031270.1	GWHTBECT003426
Apse01G031280.1	GWHTBECT003427
Apse01G031290.1	GWHTBECT003428
Apse01G031300.1	GWHTBECT003429
Apse01G031310.1	GWHTBECT003430
Apse01G031320.1	GWHTBECT003431
Apse01G031330.1	GWHTBECT003432
Apse01G031340.1	GWHTBECT003433
Apse01G031350.1	GWHTBECT003434
Apse01G031360.1	GWHTBECT003435
Apse01G031370.1	GWHTBECT003436
Apse01G031370.2	GWHTBECT003437
Apse01G031380.1	GWHTBECT003438
Apse01G031390.1	GWHTBECT003439
Apse01G031400.1	GWHTBECT003440
Apse01G031410.1	GWHTBECT003441
Apse01G031420.1	GWHTBECT003442
Apse01G031430.1	GWHTBECT003443
Apse01G031440.1	GWHTBECT003444
Apse01G031450.1	GWHTBECT003445
Apse01G031460.1	GWHTBECT003446
Apse01G031470.1	GWHTBECT003447
Apse01G031480.1	GWHTBECT003448
Apse01G031490.1	GWHTBECT003449
Apse01G031500.1	GWHTBECT003450
Apse01G031510.1	GWHTBECT003451
Apse01G031520.1	GWHTBECT003452
Apse01G031530.1	GWHTBECT003453
Apse01G031540.1	GWHTBECT003454
Apse01G031550.1	GWHTBECT003455
Apse01G031560.1	GWHTBECT003456
Apse01G031570.1	GWHTBECT003457
Apse01G031580.1	GWHTBECT003458
Apse01G031590.1	GWHTBECT003459
Apse01G031600.1	GWHTBECT003460
Apse01G031610.1	GWHTBECT003461
Apse01G031620.1	GWHTBECT003462
Apse01G031630.1	GWHTBECT003463
Apse01G031640.1	GWHTBECT003464
Apse01G031650.1	GWHTBECT003465
Apse01G031660.1	GWHTBECT003466
Apse01G031670.1	GWHTBECT003467
Apse01G031680.1	GWHTBECT003468
Apse01G031690.1	GWHTBECT003469
Apse01G031690.2	GWHTBECT003470
Apse01G031690.3	GWHTBECT003471
Apse01G031700.1	GWHTBECT003472
Apse01G031710.1	GWHTBECT003473
Apse01G031720.1	GWHTBECT003474
Apse01G031720.2	GWHTBECT003475
Apse01G031730.1	GWHTBECT003476
Apse01G031740.1	GWHTBECT003477
Apse01G031750.1	GWHTBECT003478
Apse01G031760.1	GWHTBECT003479
Apse01G031770.1	GWHTBECT003480
Apse01G031780.1	GWHTBECT003481
Apse01G031790.1	GWHTBECT003482
Apse01G031800.1	GWHTBECT003483
Apse01G031800.2	GWHTBECT003484
Apse01G031810.1	GWHTBECT003485
Apse01G031820.1	GWHTBECT003486
Apse01G031830.1	GWHTBECT003487
Apse01G031840.1	GWHTBECT003488
Apse01G031850.1	GWHTBECT003489
Apse01G031860.1	GWHTBECT003490
Apse01G031870.1	GWHTBECT003491
Apse01G031880.1	GWHTBECT003492
Apse01G031890.1	GWHTBECT003493
Apse01G031900.1	GWHTBECT003494
Apse01G031910.1	GWHTBECT003495
Apse01G031920.1	GWHTBECT003496
Apse01G031930.1	GWHTBECT003497
Apse01G031940.1	GWHTBECT003498
Apse01G031950.1	GWHTBECT003499
Apse01G031960.1	GWHTBECT003500
Apse01G031970.1	GWHTBECT003501
Apse01G031980.1	GWHTBECT003502
Apse01G031990.1	GWHTBECT003503
Apse01G032000.1	GWHTBECT003504
Apse01G032010.1	GWHTBECT003505
Apse01G032010.2	GWHTBECT003506
Apse01G032020.1	GWHTBECT003507
Apse01G032030.1	GWHTBECT003508
Apse01G032040.1	GWHTBECT003509
Apse01G032050.1	GWHTBECT003510
Apse01G032060.1	GWHTBECT003511
Apse01G032070.1	GWHTBECT003512
Apse01G032080.1	GWHTBECT003513
Apse01G032090.1	GWHTBECT003514
Apse01G032100.1	GWHTBECT003515
Apse01G032110.1	GWHTBECT003516
Apse01G032120.1	GWHTBECT003517
Apse01G032130.1	GWHTBECT003518
Apse01G032140.1	GWHTBECT003519
Apse01G032150.1	GWHTBECT003520
Apse01G032160.1	GWHTBECT003521
Apse01G032170.1	GWHTBECT003522
Apse01G032180.1	GWHTBECT003523
Apse01G032190.1	GWHTBECT003524
Apse01G032200.1	GWHTBECT003525
Apse01G032200.2	GWHTBECT003526
Apse01G032210.1	GWHTBECT003527
Apse01G032220.1	GWHTBECT003528
Apse01G032230.1	GWHTBECT003529
Apse01G032240.1	GWHTBECT003530
Apse01G032250.1	GWHTBECT003531
Apse01G032260.1	GWHTBECT003532
Apse01G032270.1	GWHTBECT003533
Apse01G032280.1	GWHTBECT003534
Apse01G032290.1	GWHTBECT003535
Apse01G032290.2	GWHTBECT003536
Apse01G032290.3	GWHTBECT003537
Apse01G032290.4	GWHTBECT003538
Apse01G032300.1	GWHTBECT003539
Apse01G032300.2	GWHTBECT003540
Apse01G032300.3	GWHTBECT003541
Apse01G032310.1	GWHTBECT003542
Apse01G032310.2	GWHTBECT003543
Apse01G032320.1	GWHTBECT003544
Apse01G032320.2	GWHTBECT003545
Apse01G032330.1	GWHTBECT003546
Apse01G032340.1	GWHTBECT003547
Apse01G032350.1	GWHTBECT003548
Apse01G032360.1	GWHTBECT003549
Apse01G032370.1	GWHTBECT003550
Apse01G032380.1	GWHTBECT003551
Apse01G032390.1	GWHTBECT003552
Apse01G032400.1	GWHTBECT003553
Apse01G032410.1	GWHTBECT003554
Apse01G032420.1	GWHTBECT003555
Apse01G032430.1	GWHTBECT003556
Apse01G032440.1	GWHTBECT003557
Apse01G032450.1	GWHTBECT003558
Apse01G032460.1	GWHTBECT003559
Apse01G032470.1	GWHTBECT003560
Apse10G000010.1	GWHTBECT003561
Apse10G000020.1	GWHTBECT003562
Apse10G000030.1	GWHTBECT003563
Apse10G000040.1	GWHTBECT003564
Apse10G000050.1	GWHTBECT003565
Apse10G000050.2	GWHTBECT003566
Apse10G000060.1	GWHTBECT003567
Apse10G000070.1	GWHTBECT003568
Apse10G000080.1	GWHTBECT003569
Apse10G000090.1	GWHTBECT003570
Apse10G000100.1	GWHTBECT003571
Apse10G000110.1	GWHTBECT003572
Apse10G000120.1	GWHTBECT003573
Apse10G000130.1	GWHTBECT003574
Apse10G000140.1	GWHTBECT003575
Apse10G000150.1	GWHTBECT003576
Apse10G000160.1	GWHTBECT003577
Apse10G000170.1	GWHTBECT003578
Apse10G000180.1	GWHTBECT003579
Apse10G000180.2	GWHTBECT003580
Apse10G000190.1	GWHTBECT003581
Apse10G000200.1	GWHTBECT003582
Apse10G000210.1	GWHTBECT003583
Apse10G000220.1	GWHTBECT003584
Apse10G000230.1	GWHTBECT003585
Apse10G000240.1	GWHTBECT003586
Apse10G000250.1	GWHTBECT003587
Apse10G000260.1	GWHTBECT003588
Apse10G000270.1	GWHTBECT003589
Apse10G000280.1	GWHTBECT003590
Apse10G000290.1	GWHTBECT003591
Apse10G000300.1	GWHTBECT003592
Apse10G000310.1	GWHTBECT003593
Apse10G000320.1	GWHTBECT003594
Apse10G000330.1	GWHTBECT003595
Apse10G000340.1	GWHTBECT003596
Apse10G000350.1	GWHTBECT003597
Apse10G000360.1	GWHTBECT003598
Apse10G000370.1	GWHTBECT003599
Apse10G000380.1	GWHTBECT003600
Apse10G000390.1	GWHTBECT003601
Apse10G000400.1	GWHTBECT003602
Apse10G000410.1	GWHTBECT003603
Apse10G000420.1	GWHTBECT003604
Apse10G000430.1	GWHTBECT003605
Apse10G000440.1	GWHTBECT003606
Apse10G000450.1	GWHTBECT003607
Apse10G000460.1	GWHTBECT003608
Apse10G000470.1	GWHTBECT003609
Apse10G000480.1	GWHTBECT003610
Apse10G000490.1	GWHTBECT003611
Apse10G000500.1	GWHTBECT003612
Apse10G000510.1	GWHTBECT003613
Apse10G000520.1	GWHTBECT003614
Apse10G000530.1	GWHTBECT003615
Apse10G000540.1	GWHTBECT003616
Apse10G000550.1	GWHTBECT003617
Apse10G000560.1	GWHTBECT003618
Apse10G000570.1	GWHTBECT003619
Apse10G000580.1	GWHTBECT003620
Apse10G000590.1	GWHTBECT003621
Apse10G000600.1	GWHTBECT003622
Apse10G000610.1	GWHTBECT003623
Apse10G000620.1	GWHTBECT003624
Apse10G000630.1	GWHTBECT003625
Apse10G000640.1	GWHTBECT003626
Apse10G000650.1	GWHTBECT003627
Apse10G000660.1	GWHTBECT003628
Apse10G000670.1	GWHTBECT003629
Apse10G000680.1	GWHTBECT003630
Apse10G000690.1	GWHTBECT003631
Apse10G000700.1	GWHTBECT003632
Apse10G000710.1	GWHTBECT003633
Apse10G000720.1	GWHTBECT003634
Apse10G000720.2	GWHTBECT003635
Apse10G000730.1	GWHTBECT003636
Apse10G000740.1	GWHTBECT003637
Apse10G000750.1	GWHTBECT003638
Apse10G000760.1	GWHTBECT003639
Apse10G000770.1	GWHTBECT003640
Apse10G000780.1	GWHTBECT003641
Apse10G000790.1	GWHTBECT003642
Apse10G000790.2	GWHTBECT003643
Apse10G000800.1	GWHTBECT003644
Apse10G000810.1	GWHTBECT003645
Apse10G000820.1	GWHTBECT003646
Apse10G000830.1	GWHTBECT003647
Apse10G000840.1	GWHTBECT003648
Apse10G000850.1	GWHTBECT003649
Apse10G000860.1	GWHTBECT003650
Apse10G000870.1	GWHTBECT003651
Apse10G000880.1	GWHTBECT003652
Apse10G000890.1	GWHTBECT003653
Apse10G000900.1	GWHTBECT003654
Apse10G000910.1	GWHTBECT003655
Apse10G000920.1	GWHTBECT003656
Apse10G000930.1	GWHTBECT003657
Apse10G000940.1	GWHTBECT003658
Apse10G000950.1	GWHTBECT003659
