Atru01G000010	Atru.chr1.1
Atru03G015540	Atru.chr3.2216
Atru03G015550	Atru.chr3.2220
Atru03G015560	Atru.chr3.2222
Atru03G015570	Atru.chr3.2223
Atru03G015580	Atru.chr3.2225
Atru03G015590	Atru.chr3.2230
Atru03G015600	Atru.chr3.2232
Atru03G015610	Atru.chr3.2234
Atru03G015620	Atru.chr3.2236
Atru03G015630	Atru.chr3.2237
Atru03G015640	Atru.chr3.2239
Atru03G015650	Atru.chr3.2242
Atru03G015660	Atru.chr3.2243
Atru03G015670	Atru.chr3.2245
Atru03G015680	Atru.chr3.2246
Atru03G015690	Atru.chr3.2247
Atru03G015700	Atru.chr3.2249
Atru03G015710	Atru.chr3.2250
Atru03G015720	Atru.chr3.2251
Atru03G015730	Atru.chr3.2252
Atru03G015740	Atru.chr3.2254
Atru03G015750	Atru.chr3.2255
Atru03G015760	Atru.chr3.2257
Atru03G015770	Atru.chr3.2259
Atru03G015780	Atru.chr3.2260
Atru03G015790	Atru.chr3.2261
Atru03G015800	Atru.chr3.2262
Atru03G015810	Atru.chr3.2263
Atru03G015820	Atru.chr3.2264
Atru03G015830	Atru.chr3.2265
Atru03G015840	Atru.chr3.2266
Atru03G015850	Atru.chr3.2267
Atru03G015860	Atru.chr3.2268
Atru03G015870	Atru.chr3.2269
Atru03G015880	Atru.chr3.2271
Atru03G015890	Atru.chr3.2272
Atru03G015900	Atru.chr3.2278
Atru03G015910	Atru.chr3.2283.1
Atru03G015920	Atru.chr3.2296
Atru03G015930	Atru.chr3.2300
Atru03G015940	Atru.chr3.2307
Atru03G015950	Atru.chr3.2309
Atru03G015960	Atru.chr3.2314
Atru03G015970	Atru.chr3.2316
Atru03G015980	Atru.chr3.2318
Atru03G015990	Atru.chr3.2322
Atru03G016000	Atru.chr3.2323
Atru03G016010	Atru.chr3.2326
Atru03G016020	Atru.chr3.2327
Atru03G016030	Atru.chr3.2328
Atru03G016040	Atru.chr3.2329
Atru03G016050	Atru.chr3.2330
Atru03G016060	Atru.chr3.2332
Atru03G016070	Atru.chr3.2333
Atru03G016080	Atru.chr3.2334
Atru03G016090	Atru.chr3.2335
Atru03G016100	Atru.chr3.2341
Atru03G016110	Atru.chr3.2342
Atru03G016120	Atru.chr3.2345
Atru03G016130	Atru.chr3.2346
Atru03G016140	Atru.chr3.2347
Atru03G016150	Atru.chr3.2348
Atru03G016160	Atru.chr3.2350
Atru03G016170	Atru.chr3.2351
Atru03G016180	Atru.chr3.2353
Atru03G016190	Atru.chr3.2354
Atru03G016200	Atru.chr3.2356
Atru03G016210	Atru.chr3.2358
Atru03G016220	Atru.chr3.2359
Atru03G016230	Atru.chr3.2360
Atru03G016240	Atru.chr3.2364
Atru03G016250	Atru.chr3.2366
Atru03G016260	Atru.chr3.2367
Atru03G016270	Atru.chr3.2369
Atru03G016280	Atru.chr3.2371
Atru03G016290	Atru.chr3.2377
Atru03G016300	Atru.chr3.2379
Atru03G016310	Atru.chr3.2380
Atru03G016320	Atru.chr3.2383
Atru03G016330	Atru.chr3.2384
Atru03G016340	Atru.chr3.2386
Atru03G016350	Atru.chr3.2388
Atru03G016360	Atru.chr3.2389
Atru03G016370	Atru.chr3.2392
Atru03G016380	Atru.chr3.2393
Atru03G016390	Atru.chr3.2394
Atru03G016400	Atru.chr3.2395
Atru03G016410	Atru.chr3.2397
Atru03G016420	Atru.chr3.2398_Atru.chr3.2399
Atru03G016430	Atru.chr3.2403
Atru03G016440	Atru.chr3.2405
Atru03G016450	Atru.chr3.2406
Atru03G016460	Atru.chr3.2408
Atru03G016470	Atru.chr3.2412
Atru03G016480	Atru.chr3.2413
Atru03G016490	Atru.chr3.2416
Atru03G016500	Atru.chr3.2421
Atru03G016510	Atru.chr3.2424
Atru03G016520	Atru.chr3.2425
Atru03G016530	Atru.chr3.2426
Atru03G016540	Atru.chr3.2428
Atru03G016550	Atru.chr3.2431
Atru03G016560	Atru.chr3.2432.3
Atru03G016570	Atru.chr3.2433
Atru03G016580	Atru.chr3.2434
Atru03G016590	Atru.chr3.2435.3
Atru03G016600	Atru.chr3.2436
Atru03G016610	Atru.chr3.2440
Atru03G016620	Atru.chr3.2441
Atru03G016630	Atru.chr3.2442
Atru03G016640	Atru.chr3.2443
Atru03G016650	Atru.BG.103.p
Atru03G016660	Atru.chr3.2448
Atru03G016670	Atru.chr3.2449
Atru03G016680	Atru.chr3.2454
Atru03G016690	Atru.chr3.2456
Atru03G016700	Atru.chr3.2457
Atru03G016710	Atru.chr3.2458
Atru03G016720	Atru.chr3.2459
Atru03G016730	Atru.chr3.2460
Atru03G016740	Atru.chr3.2461
Atru03G016750	Atru.chr3.2464
Atru03G016760	Atru.chr3.2465
Atru03G016770	Atru.chr3.2466
Atru03G016780	Atru.chr3.2472_Atru.chr3.2479
Atru03G016790	Atru.chr3.2480
Atru03G016800	Atru.chr3.2481
Atru03G016810	Atru.chr3.2484
Atru03G016820	Atru.chr3.2485
Atru03G016830	Atru.chr3.2490
Atru03G016840	Atru.chr3.2491
Atru03G016850	Atru.chr3.2492
Atru03G016860	Atru.chr3.2493
Atru03G016870	Atru.chr3.2494
Atru03G016880	Atru.chr3.2495
Atru03G016890	Atru.chr3.2501
Atru03G016900	Atru.chr3.2502
Atru03G016910	Atru.chr3.2503
Atru03G016920	Atru.chr3.2504
Atru03G016930	Atru.chr3.2505
Atru03G016940	Atru.chr3.2506
Atru03G016950	Atru.chr3.2511
Atru03G016960	Atru.chr3.2512
Atru03G016970	Atru.chr3.2513
Atru03G016980	Atru.chr3.2514
Atru03G016990	Atru.chr3.2515
Atru03G017000	Atru.chr3.2516
Atru03G017010	Atru.chr3.2519_Atru.chr3.2520
Atru03G017020	Atru.chr3.2521
Atru03G017030	Atru.chr3.2522
Atru03G017040	Atru.chr3.2526
Atru03G017050	Atru.chr3.2527
Atru03G017060	Atru.chr3.2528
Atru03G017070	Atru.chr3.2535
Atru03G017080	Atru.chr3.2538
Atru03G017090	Atru.chr3.2540
Atru03G017100	Atru.chr3.2542
Atru03G017110	Atru.chr3.2543
Atru03G017120	Atru.chr3.2544
Atru03G017130	Atru.chr3.2545
Atru03G017140	Atru.chr3.2548
Atru03G017150	Atru.chr3.2549
Atru03G017160	Atru.chr3.2551
Atru03G017170	Atru.chr3.2552
Atru03G017180	Atru.chr3.2554
Atru03G017190	Atru.chr3.2555
Atru03G017200	Atru.chr3.2559
Atru03G017210	Atru.chr3.2561
Atru03G017220	Atru.chr3.2562
Atru03G017230	Atru.chr3.2567
Atru03G017240	Atru.chr3.2568
Atru03G017250	Atru.chr3.2570
Atru03G017260	Atru.chr3.2571
Atru03G017270	Atru.chr3.2572
Atru03G017280	Atru.chr3.2573
Atru03G017290	Atru.chr3.2575
Atru03G017300	Atru.chr3.2577
Atru03G017310	Atru.chr3.2578
Atru03G017320	Atru.chr3.2581
Atru03G017330	Atru.chr3.2583
Atru03G017340	Atru.chr3.2587
Atru03G017350	Atru.chr3.2588
Atru03G017360	Atru.chr3.2589
Atru03G017370	Atru.chr3.2590
Atru03G017380	Atru.chr3.2591
Atru03G017390	Atru.chr3.2592
Atru03G017400	Atru.chr3.2593
Atru03G017410	Atru.chr3.2596
Atru03G017420	Atru.chr3.2598
Atru03G017430	Atru.chr3.2599
Atru03G017440	Atru.chr3.2604
Atru03G017450	Atru.chr3.2605
Atru03G017460	Atru.chr3.2607
Atru03G017470	Atru.chr3.2608
Atru03G017480	Atru.chr3.2610
Atru03G017490	Atru.chr3.2611.2
Atru03G017500	Atru.chr3.2616
Atru03G017510	Atru.chr3.2617
Atru03G017520	Atru.chr3.2620
Atru03G017530	Atru.chr3.2621
Atru03G017540	Atru.chr3.2622
Atru03G017550	Atru.chr3.2623
Atru03G017560	Atru.chr3.2624
Atru03G017570	Atru.chr3.2626
Atru03G017580	Atru.chr3.2627
Atru03G017590	Atru.chr3.2630
Atru03G017600	Atru.chr3.2631
Atru03G017610	Atru.chr3.2633.1
Atru03G017620	Atru.chr3.2634.1
Atru03G017630	Atru.chr3.2636
Atru03G017640	Atru.chr3.2637
Atru03G017650	Atru.chr3.2638
Atru03G017660	Atru.chr3.2639
Atru03G017670	Atru.chr3.2640
Atru03G017680	Atru.chr3.2641
Atru03G017690	Atru.chr3.2642
Atru03G017700	Atru.chr3.2643
Atru03G017710	Atru.chr3.2644
Atru03G017720	Atru.chr3.2648
Atru03G017730	Atru.chr3.2649
Atru03G017740	Atru.chr3.2650
Atru03G017750	Atru.chr3.2651
Atru03G017760	Atru.chr3.2652
Atru03G017770	Atru.chr3.2653
Atru03G017780	Atru.chr3.2654
Atru03G017790	Atru.chr3.2657
Atru03G017800	Atru.chr3.2659
Atru03G017810	Atru.chr3.2660
Atru03G017820	Atru.chr3.2662
Atru03G017830	Atru.chr3.2666
Atru03G017840	Atru.chr3.2667
Atru03G017850	Atru.chr3.2668
Atru03G017860	Atru.chr3.2670
Atru03G017870	Atru.chr3.2671_Atru.chr3.2672
Atru03G017880	Atru.chr3.2673
Atru03G017890	Atru.chr3.2674.1
Atru03G017900	Atru.chr3.2675
Atru03G017910	Atru.chr3.2676
Atru03G017920	Atru.chr3.2678
Atru03G017930	Atru.chr3.2679
Atru03G017940	Atru.chr3.2680
Atru03G017950	Atru.chr3.2682
Atru03G017960	Atru.chr3.2683
Atru03G017970	Atru.chr3.2684
Atru03G017980	Atru.chr3.2686
Atru03G017990	Atru.chr3.2687
Atru03G018000	Atru.chr3.2688
Atru03G018010	Atru.chr3.2691
Atru03G018020	Atru.chr3.2692
Atru03G018030	Atru.chr3.2693
Atru03G018040	Atru.chr3.2696.1
Atru03G018050	Atru.chr3.2697
Atru03G018060	Atru.chr3.2698
Atru03G018070	Atru.chr3.2699
Atru03G018080	Atru.chr3.2700
Atru03G018090	Atru.chr3.2701
Atru03G018100	Atru.chr3.2702
Atru03G018110	Atru.chr3.2703
Atru03G018120	Atru.chr3.2704
Atru03G018130	Atru.chr3.2705
Atru03G018140	Atru.chr3.2706
Atru03G018150	Atru.chr3.2709
Atru03G018160	Atru.chr3.2710
Atru03G018170	Atru.chr3.2712
Atru03G018180	Atru.chr3.2713
Atru03G018190	Atru.chr3.2714
Atru03G018200	Atru.chr3.2715
Atru03G018210	Atru.chr3.2716
Atru03G018220	Atru.chr3.2717
Atru03G018230	Atru.chr3.2721
Atru03G018240	Atru.chr3.2722
Atru03G018250	Atru.chr3.2724
Atru03G018260	Atru.chr3.2725
Atru03G018270	Atru.chr3.2726
Atru03G018280	Atru.chr3.2727
Atru03G018290	Atru.chr3.2730
Atru03G018300	Atru.chr3.2732
Atru03G018310	Atru.chr3.2731
Atru03G018320	Atru.chr3.2733
Atru03G018330	Atru.chr3.2734
Atru03G018340	Atru.chr3.2735
Atru03G018350	Atru.chr3.2737
Atru03G018360	Atru.chr3.2738
Atru03G018370	Atru.chr3.2739
Atru03G018380	Atru.chr3.2740
Atru03G018390	Atru.chr3.2741
Atru03G018400	Atru.chr3.2744
Atru03G018410	Atru.chr3.2745
Atru03G018420	Atru.chr3.2746
Atru03G018430	Atru.chr3.2747
Atru03G018440	Atru.chr3.2750
Atru03G018450	Atru.chr3.2751
Atru03G018460	Atru.chr3.2755
Atru03G018470	Atru.chr3.2756
Atru03G018480	Atru.chr3.2757
Atru03G018490	Atru.chr3.2760
Atru03G018500	Atru.chr3.2761
Atru03G018510	Atru.chr3.2762
Atru03G018520	Atru.chr3.2764
Atru03G018530	Atru.chr3.2765
Atru03G018540	Atru.chr3.2771
Atru03G018550	Atru.chr3.2773
Atru03G018560	Atru.chr3.2776
Atru03G018570	Atru.chr3.2778
Atru03G018580	Atru.chr3.2779
Atru03G018590	Atru.chr3.2780
Atru03G018600	Atru.chr3.2781
Atru03G018610	Atru.chr3.2782
Atru03G018620	Atru.chr3.2784
Atru03G018630	Atru.chr3.2785
Atru03G018640	Atru.chr3.2786
Atru03G018650	Atru.chr3.2788
Atru03G018660	Atru.chr3.2790
Atru03G018670	Atru.chr3.2791.1
Atru03G018680	Atru.chr3.2792
Atru03G018690	Atru.chr3.2795
Atru03G018700	Atru.chr3.2796
Atru03G018710	Atru.chr3.2798
Atru03G018720	Atru.chr3.2797
Atru03G018730	Atru.chr3.2799
Atru03G018740	Atru.chr3.2800
Atru03G018750	Atru.chr3.2801
Atru03G018760	Atru.chr3.2803
Atru03G018770	Atru.chr3.2804
Atru03G018780	Atru.chr3.2805
Atru03G018790	Atru.chr3.2806
Atru03G018800	Atru.chr3.2807
Atru03G018810	Atru.chr3.2809
Atru03G018820	Atru.chr3.2810.1
Atru03G018830	Atru.chr3.2811
Atru03G018840	Atru.chr3.2813
Atru03G018850	Atru.chr3.2817
Atru03G018860	Atru.chr3.2818
Atru03G018870	Atru.chr3.2819
Atru03G018880	Atru.chr3.2822
Atru03G018890	Atru.chr3.2823
Atru03G018900	Atru.chr3.2825
Atru03G018910	Atru.chr3.2826
Atru03G018920	Atru.chr3.2829
Atru03G018930	Atru.BG.104.p
Atru03G018940	Atru.chr3.2830
Atru03G018950	Atru.chr3.2831
Atru03G018960	Atru.chr3.2833
Atru03G018970	Atru.chr3.2834
Atru03G018980	Atru.chr3.2835
Atru03G018990	Atru.chr3.2836
Atru03G019000	Atru.chr3.2837
Atru03G019010	Atru.chr3.2838
Atru03G019020	Atru.chr3.2840
Atru03G019030	Atru.chr3.2841
Atru03G019040	Atru.chr3.2842
Atru03G019050	Atru.chr3.2843
Atru03G019060	Atru.chr3.2844
Atru03G019070	Atru.chr3.2845
Atru03G019080	Atru.chr3.2846
Atru03G019090	Atru.chr3.2847
Atru03G019100	Atru.chr3.2850
Atru03G019110	Atru.chr3.2852
Atru03G019120	Atru.chr3.2853
Atru03G019130	Atru.chr3.2854
Atru03G019140	Atru.chr3.2855
Atru03G019150	Atru.chr3.2856
Atru03G019160	Atru.chr3.2857
Atru03G019170	Atru.chr3.2858
Atru03G019180	Atru.chr3.2859
Atru03G019190	Atru.chr3.2860
Atru03G019200	Atru.chr3.2861.1
Atru03G019210	Atru.chr3.2862
Atru03G019220	Atru.chr3.2863
Atru03G019230	Atru.chr3.2864
Atru03G019240	Atru.chr3.2867
Atru03G019250	Atru.chr3.2868
Atru03G019260	Atru.chr3.2871
Atru03G019270	Atru.chr3.2872
Atru03G019280	Atru.chr3.2874
Atru03G019290	Atru.chr3.2877
Atru03G019300	Atru.chr3.2880
Atru03G019310	Atru.chr3.2881
Atru03G019320	Atru.chr3.2883
Atru03G019330	Atru.chr3.2884
Atru03G019340	Atru.chr3.2885
Atru03G019350	Atru.chr3.2886
Atru03G019360	Atru.chr3.2887
Atru03G019370	Atru.chr3.2889
Atru03G019380	Atru.chr3.2890
Atru03G019390	Atru.chr3.2891
Atru03G019400	Atru.chr3.2892
Atru03G019410	Atru.chr3.2893
Atru03G019420	Atru.chr3.2895
Atru03G019430	Atru.chr3.2896
Atru03G019440	Atru.chr3.2897
Atru03G019450	Atru.chr3.2898
Atru03G019460	Atru.chr3.2899
Atru03G019470	Atru.chr3.2901
Atru03G019480	Atru.chr3.2903
Atru03G019490	Atru.chr3.2904
Atru03G019500	Atru.chr3.2905
Atru03G019510	Atru.chr3.2906
Atru03G019520	Atru.chr3.2907
Atru03G019530	Atru.chr3.2910
Atru03G019540	Atru.chr3.2912
Atru03G019550	Atru.chr3.2913
Atru03G019560	Atru.chr3.2914
Atru03G019570	Atru.chr3.2915
Atru03G019580	Atru.chr3.2916
Atru03G019590	Atru.chr3.2917
Atru03G019600	Atru.chr3.2918
Atru03G019610	Atru.chr3.2919
Atru03G019620	Atru.chr3.2920
Atru03G019630	Atru.chr3.2921
Atru03G019640	Atru.chr3.2922
Atru03G019650	Atru.chr3.2923
Atru03G019660	Atru.chr3.2924
Atru03G019670	Atru.chr3.2926.2
Atru03G019680	Atru.chr3.2927
Atru03G019690	Atru.chr3.2928
Atru03G019700	Atru.chr3.2929
Atru03G019710	Atru.chr3.2930
Atru03G019720	Atru.chr3.2932
Atru03G019730	Atru.chr3.2933
Atru03G019740	Atru.chr3.2934
Atru03G019750	Atru.chr3.2937
Atru03G019760	Atru.chr3.2938
Atru03G019770	Atru.chr3.2939
Atru03G019780	Atru.chr3.2940
Atru03G019790	Atru.chr3.2941
Atru03G019800	Atru.chr3.2942
Atru03G019810	Atru.chr3.2943_Atru.chr3.2944
Atru03G019820	Atru.BG.112.p
Atru03G019830	Atru.chr3.2946
Atru03G019840	Atru.chr3.2947
Atru03G019850	Atru.chr3.2948
Atru03G019860	Atru.chr3.2949
Atru03G019870	Atru.chr3.2950
Atru03G019880	Atru.chr3.2952
Atru03G019890	Atru.chr3.2953
Atru03G019900	Atru.chr3.2954
Atru03G019910	Atru.chr3.2956
Atru03G019920	Atru.chr3.2957
Atru03G019930	Atru.chr3.2958
Atru03G019940	Atru.chr3.2959
Atru03G019950	Atru.chr3.2960
Atru03G019960	Atru.chr3.2961
Atru03G019970	Atru.chr3.2962
Atru03G019980	Atru.chr3.2963
Atru03G019990	Atru.chr3.2964
Atru03G020000	Atru.chr3.2966
Atru03G020010	Atru.chr3.2967
Atru03G020020	Atru.chr3.2968
Atru03G020030	Atru.chr3.2969
Atru03G020040	Atru.chr3.2970
Atru03G020050	Atru.chr3.2971
Atru03G020060	Atru.chr3.2972
Atru03G020070	Atru.chr3.2973
Atru03G020080	Atru.chr3.2974
Atru03G020090	Atru.chr3.2975
Atru03G020100	Atru.chr3.2976
Atru03G020110	Atru.chr3.2979
Atru03G020120	Atru.chr3.2987
Atru03G020130	Atru.chr3.2988
Atru03G020140	Atru.chr3.2991
Atru03G020150	Atru.chr3.2992
Atru03G020160	Atru.chr3.2993
Atru03G020170	Atru.chr3.2994
Atru03G020180	Atru.chr3.2995
Atru03G020190	Atru.chr3.2997
Atru03G020200	Atru.chr3.2998
Atru03G020210	Atru.chr3.2999
Atru03G020220	Atru.chr3.3000.1
Atru03G020230	Atru.chr3.3001
Atru03G020240	Atru.chr3.3003
Atru03G020250	Atru.chr3.3004
Atru03G020260	Atru.chr3.3006
Atru03G020270	Atru.chr3.3008
Atru03G020280	Atru.chr3.3009
Atru03G020290	Atru.chr3.3010
Atru03G020300	Atru.chr3.3011
Atru03G020310	Atru.chr3.3014.1
Atru03G020320	Atru.chr3.3015
Atru03G020330	Atru.chr3.3016
Atru03G020340	Atru.chr3.3017
Atru03G020350	Atru.chr3.3018
Atru03G020360	Atru.chr3.3019
Atru03G020370	Atru.chr3.3020
Atru03G020380	Atru.chr3.3021
Atru03G020390	Atru.chr3.3024
Atru03G020400	Atru.chr3.3025
Atru03G020410	Atru.chr3.3026
Atru03G020420	Atru.chr3.3027
Atru03G020430	Atru.chr3.3028
Atru03G020440	Atru.chr3.3029
Atru03G020450	Atru.chr3.3030
Atru03G020460	Atru.chr3.3031
Atru03G020470	Atru.chr3.3033
Atru03G020480	Atru.chr3.3035
Atru03G020490	Atru.chr3.3036
Atru03G020500	Atru.chr3.3037
Atru03G020510	Atru.chr3.3038
Atru03G020520	Atru.chr3.3039
Atru03G020530	Atru.chr3.3040
Atru03G020540	Atru.chr3.3041
Atru03G020550	Atru.chr3.3042
Atru03G020560	Atru.chr3.3045
Atru03G020570	Atru.chr3.3047
Atru03G020580	Atru.chr3.3048
Atru03G020590	Atru.chr3.3049
Atru03G020600	Atru.chr3.3051
Atru03G020610	Atru.chr3.3052
Atru03G020620	Atru.chr3.3053
Atru03G020630	Atru.chr3.3054
Atru03G020640	Atru.chr3.3056
Atru03G020650	Atru.chr3.3057
Atru03G020660	Atru.chr3.3058
Atru03G020670	Atru.chr3.3060
Atru03G020680	Atru.chr3.3061
Atru03G020690	Atru.chr3.3062
Atru03G020700	Atru.chr3.3064
Atru03G020710	Atru.chr3.3065
Atru03G020720	Atru.chr3.3066
Atru03G020730	Atru.chr3.3067
Atru03G020740	Atru.chr3.3068
Atru03G020750	Atru.chr3.3070
Atru03G020760	Atru.chr3.3071
Atru03G020770	Atru.chr3.3072
Atru03G020780	Atru.chr3.3073.2
Atru03G020790	Atru.chr3.3075
Atru03G020800	Atru.chr3.3078
Atru03G020810	Atru.chr3.3079
Atru03G020820	Atru.chr3.3080
Atru03G020830	Atru.chr3.3084.1
Atru03G020840	Atru.chr3.3085
Atru03G020850	Atru.chr3.3087
Atru03G020860	Atru.chr3.3090
Atru03G020870	Atru.chr3.3091
Atru03G020880	Atru.chr3.3093
Atru03G020890	Atru.chr3.3094
Atru03G020900	Atru.chr3.3095
Atru03G020910	Atru.chr3.3096
Atru03G020920	Atru.chr3.3097
Atru03G020930	Atru.chr3.3098
Atru03G020940	Atru.chr3.3099
Atru03G020950	Atru.chr3.3100
Atru03G020960	Atru.chr3.3101
Atru03G020970	Atru.chr3.3102
Atru03G020980	Atru.chr3.3104
Atru03G020990	Atru.chr3.3105
Atru03G021000	Atru.chr3.3108
Atru03G021010	Atru.chr3.3109
Atru03G021020	Atru.chr3.3110
Atru03G021030	Atru.chr3.3111
Atru03G021040	Atru.chr3.3115
Atru03G021050	Atru.chr3.3116
Atru03G021060	Atru.chr3.3118
Atru03G021070	Atru.chr3.3121
Atru03G021080	Atru.chr3.3122
Atru03G021090	Atru.chr3.3123
Atru03G021100	Atru.chr3.3124
Atru03G021110	Atru.chr3.3125
Atru03G021120	Atru.chr3.3127
Atru03G021130	Atru.chr3.3129
Atru03G021140	Atru.chr3.3132
Atru03G021150	Atru.chr3.3133
Atru03G021160	Atru.chr3.3134
Atru03G021170	Atru.chr3.3136
Atru03G021180	Atru.chr3.3137
Atru03G021190	Atru.chr3.3139
Atru03G021200	Atru.chr3.3140
Atru03G021210	Atru.chr3.3141
Atru03G021220	Atru.chr3.3142
Atru03G021230	Atru.chr3.3143
Atru03G021240	Atru.chr3.3144
Atru03G021250	Atru.chr3.3146
Atru03G021260	Atru.chr3.3147
Atru03G021270	Atru.chr3.3149
Atru03G021280	Atru.chr3.3150
Atru03G021290	Atru.chr3.3151
Atru03G021300	Atru.chr3.3152
Atru03G021310	Atru.chr3.3154
Atru03G021320	Atru.chr3.3156
Atru03G021330	Atru.chr3.3157
Atru03G021340	Atru.chr3.3158
Atru03G021350	Atru.chr3.3159
Atru03G021360	Atru.chr3.3160
Atru03G021370	Atru.chr3.3161
Atru03G021380	Atru.chr3.3162
Atru03G021390	Atru.chr3.3165
Atru03G021400	Atru.chr3.3166
Atru03G021410	Atru.chr3.3167
Atru03G021420	Atru.chr3.3168
Atru03G021430	Atru.chr3.3169
Atru03G021440	Atru.chr3.3170
Atru03G021450	Atru.chr3.3171
Atru03G021460	Atru.chr3.3172
Atru03G021470	Atru.chr3.3173
Atru03G021480	Atru.chr3.3174
Atru03G021490	Atru.chr3.3175
Atru03G021500	Atru.chr3.3176
Atru03G021510	Atru.chr3.3177
Atru03G021520	Atru.chr3.3178
Atru03G021530	Atru.chr3.3179
Atru03G021540	Atru.chr3.3181
Atru03G021550	Atru.chr3.3183
Atru03G021560	Atru.chr3.3184
Atru03G021570	Atru.chr3.3187
Atru03G021580	Atru.chr3.3188
Atru03G021590	Atru.chr3.3189
Atru03G021600	Atru.chr3.3190
Atru03G021610	Atru.chr3.3191
Atru03G021620	Atru.chr3.3192
Atru03G021630	Atru.chr3.3193
Atru03G021640	Atru.chr3.3194
Atru03G021650	Atru.chr3.3195
Atru03G021660	Atru.chr3.3196
Atru03G021670	Atru.chr3.3198
Atru03G021680	Atru.chr3.3199
Atru03G021690	Atru.chr3.3202
Atru03G021700	Atru.chr3.3203
Atru03G021710	Atru.chr3.3205
Atru03G021720	Atru.chr3.3206
Atru03G021730	Atru.chr3.3207
Atru03G021740	Atru.chr3.3208
Atru03G021750	Atru.chr3.3209
Atru03G021760	Atru.chr3.3213
Atru03G021770	Atru.chr3.3214
Atru03G021780	Atru.chr3.3215
Atru03G021790	Atru.chr3.3218
Atru03G021800	Atru.chr3.3225
Atru03G021810	Atru.chr3.3226
Atru03G021820	Atru.chr3.3228
Atru03G021830	Atru.BG.125.p
Atru03G021840	Atru.chr3.3230
Atru03G021850	Atru.chr3.3231
Atru03G021860	Atru.chr3.3232
Atru03G021870	Atru.chr3.3234
Atru03G021880	Atru.chr3.3235
Atru03G021890	Atru.chr3.3236
Atru03G021900	Atru.chr3.3237
Atru03G021910	Atru.chr3.3238
Atru03G021920	Atru.BG.107.p
Atru03G021930	Atru.chr3.3239
Atru03G021940	Atru.chr3.3240
Atru03G021950	Atru.chr3.3241
Atru03G021960	Atru.chr3.3242
Atru03G021970	Atru.chr3.3243.1
Atru03G021980	Atru.chr3.3246
Atru03G021990	Atru.chr3.3247
Atru03G022000	Atru.chr3.3248
Atru03G022010	Atru.chr3.3249
Atru03G022020	Atru.chr3.3250
Atru03G022030	Atru.chr3.3251
Atru03G022040	Atru.chr3.3253
Atru03G022050	Atru.chr3.3254
Atru03G022060	Atru.chr3.3255
Atru03G022070	Atru.chr3.3257
Atru03G022080	Atru.chr3.3258
Atru03G022090	Atru.chr3.3259
Atru03G022100	Atru.chr3.3260
Atru03G022110	Atru.chr3.3261
Atru03G022120	Atru.chr3.3262
Atru03G022130	Atru.chr3.3266
Atru03G022140	Atru.chr3.3270
Atru03G022150	Atru.chr3.3271
Atru03G022160	Atru.chr3.3275
Atru03G022170	Atru.chr3.3276
Atru03G022180	Atru.chr3.3278
Atru03G022190	Atru.chr3.3279
Atru03G022200	Atru.chr3.3280
Atru03G022210	Atru.chr3.3281
Atru03G022220	Atru.chr3.3282
Atru03G022230	Atru.chr3.3284
Atru03G022240	Atru.chr3.3285
Atru03G022250	Atru.chr3.3286
Atru03G022260	Atru.chr3.3288
Atru03G022270	Atru.chr3.3289.2
Atru03G022280	Atru.chr3.3290
Atru03G022290	Atru.chr3.3291.1
Atru03G022300	Atru.chr3.3293
Atru03G022310	Atru.chr3.3295
Atru03G022320	Atru.chr3.3296
Atru03G022330	Atru.chr3.3297
Atru03G022340	Atru.chr3.3298
Atru03G022350	Atru.BG.124.p
Atru03G022360	Atru.chr3.3301
Atru03G022370	Atru.chr3.3302
Atru03G022380	Atru.chr3.3303
Atru03G022390	Atru.chr3.3306
Atru03G022400	Atru.chr3.3311
Atru03G022410	Atru.chr3.3313
Atru03G022420	Atru.chr3.3314
Atru03G022430	Atru.chr3.3316
Atru03G022440	Atru.chr3.3317
Atru03G022450	Atru.chr3.3318
Atru03G022460	Atru.chr3.3319
Atru03G022470	Atru.chr3.3320
Atru03G022480	Atru.chr3.3321
Atru03G022490	Atru.chr3.3322
Atru03G022500	Atru.chr3.3323
Atru03G022510	Atru.chr3.3325
Atru03G022520	Atru.chr3.3329
Atru03G022530	Atru.chr3.3331
Atru03G022540	Atru.chr3.3332
Atru03G022550	Atru.chr3.3334
Atru03G022560	Atru.chr3.3335
Atru03G022570	Atru.chr3.3336
Atru03G022580	Atru.chr3.3337
Atru03G022590	Atru.chr3.3339
Atru03G022600	Atru.chr3.3342
Atru03G022610	Atru.chr3.3343
Atru03G022620	Atru.chr3.3344
Atru03G022630	Atru.chr3.3345
Atru03G022640	Atru.chr3.3346
Atru03G022650	Atru.chr3.3347
Atru03G022660	Atru.chr3.3349
Atru03G022670	Atru.chr3.3350
Atru03G022680	Atru.chr3.3351
Atru03G022690	Atru.chr3.3352
Atru03G022700	Atru.chr3.3353
Atru03G022710	Atru.chr3.3354
Atru03G022720	Atru.chr3.3355
Atru03G022730	Atru.chr3.3356
Atru03G022740	Atru.chr3.3357
Atru03G022750	Atru.chr3.3359
Atru03G022760	Atru.chr3.3360
Atru03G022770	Atru.chr3.3361
Atru03G022780	Atru.chr3.3363
Atru03G022790	Atru.chr3.3364
Atru03G022800	Atru.chr3.3365
Atru03G022810	Atru.chr3.3366
Atru03G022820	Atru.chr3.3367
Atru03G022830	Atru.chr3.3368
Atru03G022840	Atru.BG.121.p
